id,number_of_bedrooms,number_of_bathrooms,living area,lot area,Price
6762822618,2,1,840,3522,405100
6762822794,2,1,980,2130,400000
6762823180,2,1,830,4000,394475
6762823459,4,1.75,1620,4980,385000
6762824004,3,2.5,1690,1618,372977
6762824014,3,1,1290,5500,372220
6762824335,4,1.75,2010,8625,364000
6762824613,3,3.5,2100,12384,356000
6762825005,5,3,2257,10117,349950
6762825133,3,2.25,2120,15003,345000
6762825313,3,2.25,1970,3716,340000
6762825421,3,1,1050,5402,339950
6762825494,5,2,1700,7314,337500
6762825995,3,2.5,2220,6049,325000
6762826418,3,2.5,1840,5011,317000
6762826439,4,2.5,2010,7226,316000
6762826677,3,1,1050,9876,310000
6762826678,3,1,1480,7830,310000
6762826860,3,1.5,1220,1086,306000
6762826882,3,1.75,2110,10200,305495
6762826886,4,1.5,1590,131551,305000
6762827060,3,1,1260,8280,300000
6762827248,2,1.75,1250,34395,299000
6762828552,2,1,700,6000,267800
6762828591,3,2.5,1780,7214,266000
6762828609,3,2,1570,5706,265000
6762828957,3,2,1850,8250,257200
6762829121,4,2.5,2230,4541,253000
6762829882,4,2,1630,9010,234000
6762830220,3,1.75,1340,7473,223000
6762830413,2,1,1240,7200,215000
6762831183,2,1,1170,8925,175000
6762831338,3,1,860,11900,160000
6762831390,2,1,700,5200,155000
6762831488,3,1,1100,17334,139000
6762810208,4,1.75,3550,19865,2100000
6762810876,4,2.5,3200,7535,1260000
6762811105,4,3.5,4210,10308,1150000
6762811249,4,3.25,3740,12080,1090000
6762811478,5,4.25,3920,16258,1000000
6762811989,4,2.5,3950,10856,914500
6762812565,4,1.75,2930,11562,840000
6762812599,3,1,1230,12305,839000
6762812694,4,3.5,3930,5680,828950
6762812796,5,2.75,3030,10335,819995
6762812946,4,2.5,3310,5404,803100
6762813106,3,1.75,1790,6117,790000
6762813414,5,3.75,3580,14275,765000
6762813702,4,2.5,3240,20301,749400
6762813750,4,3,1980,5352,744000
6762814070,3,2.5,3150,151588,720000
6762814484,4,3,3150,9130,695000
6762814485,3,2.5,4560,17622,695000
6762814585,4,3.25,2740,7266,689900
6762815463,4,2,2560,7798,640000
6762815884,4,2.5,2680,9185,620000
6762816051,4,2,1550,4815,613000
6762816527,4,2.5,2240,12032,592500
6762816669,5,1.75,2000,3750,585000
6762816758,4,2.75,2550,7636,582800
6762816778,3,2.5,2360,4638,580050
6762816920,2,1,1490,6000,575000
6762816921,4,2.5,3020,17810,575000
6762817574,3,2.25,1980,40887,550000
6762818409,3,2.5,2700,7434,525000
6762818821,3,2.5,1840,2875,512500
6762819313,4,2.5,2240,7200,497000
6762819345,4,2,2050,4000,495000
6762819926,7,3.5,2870,29699,475000
6762820230,3,1,1660,6582,467000
6762820258,3,1.5,1260,10350,465750
6762820267,3,1.75,1410,6886,465000
6762820607,3,2.5,1870,7344,455000
6762820748,2,1,1320,4520,451555
6762821633,3,2,1510,7066,430000
6762822013,4,1.75,1880,7303,423000
6762822059,3,2,1640,9972,420000
6762822228,3,1.5,1340,10224,417000
6762822406,3,1.5,1490,8475,412500
6762822795,3,1,1630,10304,400000
6762823099,3,1.5,1120,7000,395300
6762823246,3,2.5,2240,10800,390000
6762823438,3,2.5,1720,3600,386380
6762823826,4,1.75,1890,8000,375000
6762824050,4,2.5,2710,5880,370000
6762824835,3,1.75,1680,250470,350000
6762825006,3,1,1400,7066,349950
6762825007,3,2.5,1700,7496,349950
6762825232,3,2.5,1232,1130,344000
6762825247,4,1.75,2290,10290,343000
6762825271,3,2.25,1180,9630,342400
6762825314,3,1.75,1960,8136,340000
6762825554,3,2.25,2150,30476,335000
6762826434,4,2.5,2150,6807,316500
6762826618,2,1,880,6345,312500
6762826632,3,2.25,1490,974,312000
6762827027,4,1.75,2020,7865,302000
6762827061,3,1,1220,13000,300000
6762827351,3,1.5,850,2500,295000
6762827919,3,1,1330,20562,280000
6762828165,4,2.5,1840,1562,275000
6762828380,3,1,1010,9514,270000
6762828733,3,2.25,1590,7748,263000
6762828980,3,2.5,1690,5025,256883
6762829007,4,2.5,2070,7800,255000
6762829147,3,2,1650,7352,252350
6762829192,3,1,1230,10350,250000
6762829457,3,1.75,1490,6930,245000
6762829618,3,2,1400,6200,240000
6762830125,3,2,1400,7384,225000
6762830377,3,1,1040,5000,217450
6762830414,3,1,1160,10384,215000
6762830729,4,2,1670,9987,204700
6762830885,3,1,980,3090,197500
6762830979,3,1,1090,8520,190000
6762831056,3,1,1150,8100,185000
6762831218,3,1,1060,5200,174950
6762810218,5,4.25,6490,10862,2000000
6762810861,4,3,5520,8313,1270000
6762812242,3,2,2220,6641,875000
6762812363,4,2.75,3280,24440,862500
6762812942,5,1.5,3360,5402,804995
6762813034,4,3.25,3120,5000,799000
6762813159,3,2,2180,5440,785000
6762813350,4,2.5,2110,3750,772000
6762813906,4,2.5,3120,14300,730100
6762813979,5,2.75,2830,5310,725000
6762814045,3,2,2050,3933,724800
6762814071,2,1,2020,7200,720000
6762814794,5,2.5,3200,6455,675000
6762815147,5,3.25,3690,12353,655000
6762815392,4,2.5,3160,11380,645000
6762815885,3,2.25,1720,4000,620000
6762815940,3,2.5,2170,5000,619500
6762815947,3,2.5,2720,6439,619000
6762816074,3,2.5,2134,1984,611000
6762816182,2,1,910,3600,605000
6762816183,3,2.25,1290,2500,605000
6762817184,3,2.25,1520,1221,565000
6762817554,2,2,2260,9604,551000
6762817939,1,1,1140,6700,540000
6762818557,3,1.5,1260,3135,523000
6762818563,3,2.5,2370,7875,522500
6762819076,2,2.5,1310,1500,500000
6762819466,3,2,1450,2400,490000
6762819467,2,1,1160,5000,490000
6762819762,4,2.5,2430,5000,480000
6762820751,3,1.75,1560,4049,451000
6762821033,4,2.25,2270,7800,446000
6762821054,3,2.25,1990,7340,445000
6762821055,3,3,1970,24318,445000
6762821391,3,2.5,2320,36847,437500
6762821565,4,2.5,2280,7568,433000
6762821634,3,1.75,2150,4333,430000
6762821837,3,2.5,2670,13218,425000
6762822563,3,2.5,1800,5761,408200
6762822796,3,2.5,2740,83199,400000
6762823460,3,1.75,1180,10541,385000
6762823718,3,3.25,1860,1787,379950
6762823794,3,2.25,1410,1377,377500
6762823827,3,1.5,1100,1751,375000
6762823828,4,2.5,2790,7956,375000
6762824051,4,1.5,1370,9957,370000
6762824345,3,1.75,1726,197326,363750
6762824836,1,1,700,5100,350000
6762824837,4,2.5,2440,4000,350000
6762825134,4,1,1980,7991,345000
6762825273,3,1,1260,6826,342000
6762825298,3,2.5,1480,1663,341000
6762825315,3,1,1250,4800,340000
6762825750,3,1.5,1170,4950,330000
6762826419,3,2,1760,11410,317000
6762826587,4,2.5,2340,8990,314000
6762826853,3,2.25,2060,38377,306500
6762826861,3,2.5,1870,5874,306000
6762827872,2,1,830,6017,282613
6762828166,3,2.5,1480,15639,275000
6762829098,4,2,1510,4235,254000
6762829136,2,1.5,1070,9643,252700
6762829193,3,2,1900,6660,250000
6762829349,3,2.25,1440,7673,249000
6762829382,4,3.5,1850,6519,248000
6762829458,2,1,870,6150,245000
6762829459,4,1,1530,7200,245000
6762829700,5,1,1460,6032,239950
6762829712,4,2.25,1860,7000,239900
6762829738,3,2,1020,1204,238000
6762830683,5,1.75,1730,5200,205000
6762831120,3,1,1000,18513,180000
6762831221,2,1,1010,5200,174500
6762822455,3,2,1700,4250,410000
6762813895,3,2,1940,55756,732000
6762816916,4,2.5,2060,7475,575550
6762818189,3,2.5,2130,3500,534640
6762819585,2,2,1360,4688,488000
6762822270,3,2.5,2480,8342,415000
6762824784,3,2.25,1410,14110,352500
6762827317,5,2.5,1970,8605,297000
6762810209,5,3.75,5340,10655,2100000
6762810576,4,3.25,5010,34460,1470000
6762810629,4,3.5,3410,10769,1410000
6762810965,4,2.5,3190,8684,1220000
6762811038,4,3,2240,6000,1190000
6762811479,2,1.75,2430,23400,1000000
6762811928,3,1.5,2200,5000,924000
6762812185,4,2.75,2730,3560,885000
6762812319,5,3.25,4180,49222,869000
6762812453,4,3.5,2640,5900,850000
6762812805,2,2.5,2380,9374,818000
6762812861,4,2.5,3480,59242,810000
6762813465,5,2,3370,5000,762000
6762813552,4,2.5,2660,10452,755000
6762813689,4,2.5,3430,64441,749950
6762814342,3,1.75,2010,4905,700000
6762814542,3,2,1610,5100,690000
6762815464,2,2.25,1540,958,640000
6762816075,4,2.5,2460,4200,611000
6762816255,5,1.75,3290,11900,602000
6762816528,2,2,1420,9191,592500
6762816634,3,2.25,2030,7350,588000
6762816922,4,2.5,2500,4945,575000
6762817023,3,2.25,2030,9791,572500
6762817185,4,2.25,2110,10698,565000
6762817319,4,1,1660,4690,560000
6762818244,3,3.5,2320,3174,530000
6762818410,4,1.75,2420,2983,525000
6762818534,3,1.75,1890,3825,524950
6762818668,3,2.5,1680,2096,518000
6762819600,4,2,1690,3250,487250
6762819623,3,1,1500,4100,485000
6762819624,2,2.25,1260,1240,485000
6762819625,3,1.75,2200,7706,485000
6762819726,3,2.25,1450,1445,482500
6762819763,4,3.5,3370,435600,480000
6762819892,3,2.5,1350,2053,477000
6762819927,2,1,1490,3825,475000
6762819928,4,2.5,3060,10043,475000
6762820366,3,1.75,1630,28600,464000
6762820405,3,1.5,1710,990,462000
6762820406,5,1.75,1250,10530,462000
6762820417,2,1,1060,7193,461000
6762821034,5,2.75,2190,12687,446000
6762821157,3,1.75,1800,10200,442500
6762821208,2,1.5,1010,1968,440000
6762821559,3,2.5,2200,3360,433500
6762821743,3,2.5,1920,15124,429000
6762822395,2,1,770,4000,413500
6762822438,4,2.75,2500,5257,411000
6762823247,4,2.5,2490,8290,390000
6762823432,3,2.5,1690,1613,386591
6762823994,3,2.5,1670,3565,373000
6762824182,2,1.5,1660,4680,368000
6762824214,2,1,700,2334,367000
6762824224,4,2.75,2070,9300,366500
6762824501,3,1,1290,189486,359950
6762824838,3,2.25,1640,7200,350000
6762825448,4,2.5,1830,8601,339000
6762825688,4,2,1580,7800,333000
6762826242,3,2.5,2680,7757,320000
6762826350,4,1.75,2310,8045,319950
6762826838,3,1,1370,7500,307000
6762826887,3,1.75,1610,12247,305000
6762827303,5,3,2100,9752,298450
6762827327,3,2.75,2170,7900,296500
6762827528,4,2.5,1700,7280,290000
6762827529,5,1.5,2120,7700,290000
6762827752,4,1.75,2080,13629,285000
6762827753,1,1.5,810,3211,285000
6762827920,3,2.5,1270,9675,280000
6762827921,3,2.5,1720,1916,280000
6762828983,2,1,1120,9912,256500
6762829172,4,1.5,1310,8250,251200
6762829416,3,2.25,1580,7941,247000
6762829605,2,2,1470,3128,241000
6762830126,2,1,910,9612,225000
6762830415,2,2.25,1610,2040,215000
6762830416,3,1,970,7275,215000
6762830533,3,1,1080,21043,210000
6762831476,2,1,930,4743,141800
6762831493,3,1,950,7620,137000
6762831568,2,1,680,5000,110700
6762810311,4,3.5,4460,16953,1800000
6762810346,4,3.75,3300,4545,1740000
6762810386,3,1.75,3400,8965,1690000
6762810795,4,3.5,4380,74052,1300000
6762810843,4,2,2850,7861,1280000
6762810978,4,3.5,4560,16643,1210000
6762811158,6,3,2880,3192,1130000
6762811205,3,2,2390,6888,1100000
6762811616,4,2.75,2620,13777,978000
6762811733,4,3.5,3120,5086,953007
6762811894,4,2.25,2260,41984,925000
6762812228,4,2.25,3500,13875,879950
6762812372,4,2.75,3160,8097,860000
6762813095,3,1.5,1570,1050,792000
6762813160,4,3.5,3070,4684,785000
6762813351,3,2.25,1640,1204,772000
6762813415,4,2.25,2560,12100,765000
6762813476,4,1.75,2450,13300,760000
6762813553,6,2,2150,4505,755000
6762813690,3,2.5,2770,10773,749950
6762813908,4,2.5,3230,7331,730000
6762814225,2,1,1790,4000,710000
6762814343,4,1,1680,4021,700000
6762814445,4,2.5,2650,7945,699000
6762814795,4,3,2690,28300,675000
6762814796,3,2.25,1990,10260,675000
6762815520,4,2.5,2150,12028,639000
6762815753,4,2.5,3550,8048,625000
6762815886,3,2.5,2480,9041,620000
6762815941,3,2.5,1700,4105,619500
6762815990,4,2.75,2820,13193,615000
6762816387,3,2.5,2660,4975,599950
6762816441,5,2.25,2890,12478,598000
6762816923,4,1.75,1280,6060,575000
6762817055,2,1.75,1540,4025,570000
6762817451,3,2.5,3050,158558,555000
6762817555,3,2.5,2830,5802,551000
6762818411,3,1.5,1540,4773,525000
6762818592,4,3.5,2680,10000,520000
6762818650,4,2,1820,9350,519900
6762818721,4,2.5,2670,8765,515000
6762818950,3,2,2020,8118,507500
6762819077,3,2.5,1210,1200,500000
6762819229,5,3.5,3200,43560,499950
6762819419,4,1.75,2090,4300,494000
6762819468,3,1,1910,8190,490000
6762819469,5,3.5,4460,2975,490000
6762819713,2,1.75,1480,5120,483945
6762819764,4,2.75,2050,3960,480000
6762819856,3,2.5,1260,889,479000
6762819929,4,1.75,1650,7775,475000
6762820231,3,2.25,1270,1213,467000
6762820554,1,2.25,2140,10350,458000
6762820724,4,1,1210,3760,452000
6762820772,3,1.5,2060,44866,450000
6762821209,2,1.75,1300,4000,440000
6762821210,3,1.5,1270,1443,440000
6762821337,3,2,2010,251341,439000
6762821635,3,1.75,1200,4500,430000
6762821821,4,2.5,2800,8494,426000
6762822014,4,1.75,1940,6909,423000
6762822271,2,1,1050,60113,415000
6762822272,3,2.25,1970,2377,415000
6762822549,3,2.5,1800,3168,409316
6762822624,5,2.5,2430,4781,405000
6762823076,2,1,1730,6375,396675
6762823100,3,1.5,1080,2940,395000
6762823248,4,2.25,1770,14258,390000
6762823410,4,1,1320,4440,387500
6762823421,2,2.25,1230,1280,387000
6762823461,3,1.5,1490,9630,385000
6762823551,3,2.5,1700,4000,384000
6762823626,4,3,2800,9764,380000
6762823627,3,1.75,1690,1468,380000
6762823810,2,1,1150,4000,376000
6762824006,4,1.75,1590,10523,372500
6762824839,4,2.25,2220,6953,350000
6762825125,5,3.5,2800,5120,345600
6762825135,3,1.5,1240,11200,345000
6762825555,3,1,1060,10050,335000
6762825751,2,1,860,8308,330000
6762825752,3,1,1180,43124,330000
6762825867,4,2.5,2303,3680,329995
6762825889,3,2.5,2170,4905,329900
6762825905,4,2.5,1600,6765,329000
6762825975,6,3,1880,7200,326000
6762825996,4,2.25,1870,9680,325000
6762826243,3,1.75,1480,7225,320000
6762826463,3,2.25,1400,31626,315000
6762826464,2,1,790,6969,315000
6762826793,3,1,1092,7500,309000
6762826888,2,2.5,1590,2656,305000
6762827062,3,1,1090,9900,300000
6762827063,3,1,2120,7735,300000
6762827064,6,5.25,2860,5682,300000
6762827198,3,1,910,8000,299950
6762827509,3,1.75,1560,9788,291000
6762827530,3,1.75,1280,10716,290000
6762827644,3,2.5,2090,4700,289000
6762827666,4,2.5,1860,6687,288400
6762828366,2,1,870,5340,271310
6762828522,2,1,790,8424,268500
6762828734,3,1.75,1570,7775,263000
6762828794,4,2.5,1990,6671,260000
6762828897,3,2,1490,7770,259900
6762828907,3,1,1320,8625,259000
6762829194,4,2,1960,7560,250000
6762829195,4,1.5,2500,6300,250000
6762829569,2,1,1770,5522,243000
6762830318,3,1.5,1650,9936,219950
6762830534,4,1.75,2180,28710,210000
6762830665,4,2,1700,6025,206000
6762830779,3,1,1050,5000,200000
6762830945,1,1,820,1060,194000
6762830962,2,1,950,7692,192500
6762831549,3,1.75,1140,9628,120750
6762810093,5,4.75,5305,8401,2700000
6762810473,3,3.25,3690,7200,1580000
6762810504,3,2.5,4460,26027,1550000
6762810530,4,3.25,3660,5800,1510000
6762810966,4,2.5,3240,3600,1220000
6762811039,3,2.25,2760,40946,1190000
6762811159,4,3.25,3810,8519,1130000
6762811294,2,1.75,1890,8400,1070000
6762811413,3,4,3880,13095,1030000
6762811480,4,2.75,2290,6120,1000000
6762811621,5,4,4850,36450,975000
6762811652,4,3.25,2790,5420,970000
6762811745,5,3.75,5330,6000,950000
6762812123,5,3,2876,13927,895000
6762812817,4,2.75,3488,9614,815000
6762813751,4,2.75,2830,13059,744000
6762814072,3,2.5,2020,1159,720000
6762814208,4,2.5,3400,247421,712000
6762814344,4,2.5,3010,46173,700000
6762814345,4,3.25,2780,7875,700000
6762814534,4,2.75,2550,8632,691000
6762814940,4,2.5,2340,6420,668750
6762815148,4,3.5,2350,13402,655000
6762815565,4,2.25,2750,6180,635000
6762815754,4,2.5,2630,48706,625000
6762815944,4,2.75,2450,14803,619420
6762816277,4,2.5,2360,5226,600000
6762816278,3,2.25,2230,9053,600000
6762816615,4,2.5,2910,5776,589000
6762817167,3,2.5,2540,6093,567000
6762817435,3,2.25,2020,3600,556000
6762817436,3,3,1960,1168,556000
6762817908,5,3.25,3010,1074218,542500
6762817940,3,1.75,1300,62290,540000
6762817941,3,2,1470,1691,540000
6762818102,4,2.5,1900,5790,535800
6762818112,2,1,1030,4841,535000
6762818412,3,2.75,2100,10362,525000
6762818413,3,1,1450,4000,525000
6762818593,4,2.5,3290,11446,520000
6762818822,3,2.5,1900,7604,512500
6762819346,3,3.5,2380,6250,495000
6762819930,4,2,1790,2250,475000
6762820725,4,2,1660,6150,452000
6762820773,2,1,1200,4000,450000
6762821174,4,2.25,2080,12007,442000
6762821636,3,1,1150,3000,430000
6762821637,3,2.75,2550,11160,430000
6762821744,3,2.5,2420,49928,429000
6762822050,1,1,960,40946,420850
6762822393,3,2,1440,4421,413800
6762822625,3,1.75,2470,9620,405000
6762823082,3,1.75,1540,12446,396450
6762823354,3,2.25,1445,1471,389999
6762823451,3,2,1540,7947,385500
6762823592,5,2.25,2880,11965,382000
6762823980,3,1.75,2000,9416,374000
6762824179,3,2.5,2150,7484,368250
6762824406,2,0.75,850,7710,360000
6762824407,3,2.5,1530,1131,360000
6762824840,3,1.5,980,7790,350000
6762825229,4,2.75,1800,5453,344500
6762825649,4,2.5,2220,4228,334990
6762825708,3,2.25,1800,10500,332500
6762825753,3,1,1250,9126,330000
6762825997,3,1,990,6750,325000
6762826393,4,2.25,2000,9000,318989
6762827065,2,1,970,13700,300000
6762827221,3,2.5,2720,6014,299900
6762827233,2,1,790,5240,299800
6762827667,3,2.25,1870,3230,288400
6762827754,3,1.75,2380,6000,285000
6762828167,3,2.5,2030,6326,275000
6762828381,3,1.75,1390,10905,270000
6762828795,6,2,2220,8797,260000
6762828981,3,2.5,1990,8991,256750
6762829008,3,1.5,1060,9039,255000
6762829196,3,2,1170,7258,250000
6762829333,2,1,1140,5500,249900
6762829436,3,1.5,1780,23819,246000
6762829619,2,1.75,1330,7200,240000
6762829947,5,2,1930,6120,230000
6762830127,2,1,1396,111949,225000
6762830264,3,1,1060,9126,220000
6762830265,4,2.5,2160,8005,220000
6762830361,3,1,1020,7874,218000
6762830535,3,1,1240,4842,210000
6762830780,4,1,1310,5200,200000
6762830862,4,2,2030,8120,199000
6762830910,3,1.75,1380,7350,195000
6762830911,2,1,1080,3899,195000
6762831023,2,1.75,1100,7600,189650
6762831184,3,1.75,1230,13056,175000
6762831422,3,1,1010,25000,150000
6762810197,4,5.5,5060,10320,2150000
6762810446,3,2.5,3160,12824,1600000
6762811058,3,1.75,1610,7200,1180000
6762811074,3,2.75,2890,12130,1170000
6762811106,6,4.5,6040,219542,1150000
6762811267,4,3,3600,9200,1080000
6762811339,4,3.25,3440,35021,1050000
6762811340,4,2.5,3030,12590,1050000
6762811341,4,3.75,3860,5474,1050000
6762811481,4,3,4260,18687,1000000
6762811815,4,2.75,2080,4000,940000
6762811888,3,1.5,1660,4800,926300
6762812001,4,3.25,3340,10890,910000
6762812454,4,3.25,3090,6744,850000
6762812920,4,2.75,2410,6000,805000
6762813363,4,2.5,2350,8001,770000
6762813703,4,2.5,2930,18199,749000
6762814775,3,2,2000,3207,677000
6762814968,4,2.5,2600,17388,665000
6762815049,3,2.5,2450,4332,660000
6762815124,3,2.5,2670,10496,657500
6762815133,4,1.75,2740,8520,657000
6762815149,4,2.5,2860,12394,655000
6762815369,4,1.75,2260,7005,648360
6762815559,4,2.5,3240,13978,635700
6762815755,3,1.75,2060,12558,625000
6762815860,4,2.5,2980,8107,622500
6762816235,4,2.75,2750,14982,604700
6762816279,3,1.75,1650,5100,600000
6762816529,4,3,2170,8240,592500
6762816670,4,1.75,3000,42200,585000
6762817452,4,2.25,2350,8140,555000
6762818984,3,2.25,1670,1596,505000
6762819033,2,1.75,2860,59612,503000
6762819417,2,1.75,1560,1750,494400
6762819437,4,2,1640,5000,492000
6762819733,5,2.25,2230,9600,482000
6762819765,4,2.25,3250,34293,480000
6762819931,3,2.25,1820,8008,475000
6762821591,3,2.25,1470,1578,432000
6762821592,3,2.75,2200,14925,432000
6762821610,3,3.5,1900,1612,431500
6762821638,4,3,3220,8936,430000
6762821639,2,2.5,1520,1588,430000
6762822564,3,2.25,1950,7221,408000
6762822797,3,1,1040,6250,400000
6762823027,2,1,590,10945,398000
6762823357,4,2.5,3140,8060,389950
6762823462,3,1,1250,7300,385000
6762823628,2,2.5,1230,987,380000
6762823629,5,3.5,2420,4670,380000
6762823991,2,1,800,3330,373500
6762824052,4,2.75,3150,67518,370000
6762824390,3,1,1100,4046,361000
6762824533,3,1.5,1360,885,359000
6762824614,2,1.75,1060,16470,356000
6762824635,3,2.25,1280,959,355000
6762824755,2,1,1060,1600,353250
6762824757,1,1,550,1279,353000
6762825028,4,2.5,2052,3723,349900
6762825059,3,1,1220,7876,348580
6762825501,3,1,1070,6109,337000
6762825754,5,2.25,2000,7900,330000
6762825755,4,3.5,3150,6202,330000
6762826171,3,2.5,1750,7208,324000
6762826228,3,2.25,1347,1292,321000
6762826244,3,2,1110,10500,320000
6762826245,3,2.25,998,844,320000
6762826351,2,1,1070,5824,319950
6762826839,3,1.5,2320,7500,307000
6762826889,4,1.75,2200,169448,305000
6762827046,3,3,1860,7440,301350
6762827066,6,2,2040,10812,300000
6762827067,5,2.5,2760,6000,300000
